lon,lat,el
-2.5211355243637,51.81015929398501,180.9095058763685
-2.521482367787742,51.81025423720189,182.6561523639455 
-2.52084122073768,51.81118405156226,185.1096693178214 
-2.519823270877006,51.81265452503838,187.4272382748499 
-2.519689599733162,51.81333419505399,183.1749191971182 
-2.52010165602527,51.8144840178332,180.9084417651114 
-2.5207516187137,51.81549128405016,184.1519597040165 
-2.521822776103467,51.81722726184439,189.1429642265231 
-2.523934963273684,51.81757017614382,185.8327691610403 
-2.525253691082167,51.81837437544085,190.7331602731855 
-2.526100298101426,51.81917215969063,189.2665878574509 
-2.526255674612853,51.81942573626214,187.6700155434279 
-2.5268173886459,51.82027832428625,187.2921512443349 
-2.526658245453736,51.82160514198961,179.006814643574 
-2.528363612343689,51.82353045100429,171.9496605607077 
-2.530605997994992,51.82610764432295,169.3222573344037 
-2.531400240460948,51.82681640608004,169.9696499216793 
-2.532182272039672,51.82720488080418,169.6474612039859 
-2.532924859663894,51.82741889157678,171.4633863353255 
-2.533560711584291,51.82759548461144,172.8930215245404 
-2.534853124096371,51.82760098001347,177.0085799479204 
-2.536049315841647,51.82748073140878,179.1169128480428 
-2.537922251825232,51.82717952424426,174.4461809854382 
-2.54310887681136,51.82627205279593,165.4664785416262 
-2.545632567005293,51.82575374927852,163.7858047960672 
-2.547421676610269,51.82516348776821,148.633183365403 
-2.549556697042077,51.82418813325922,151.2289185428577 
-2.550778019356828,51.82323629687977,151.3802447255131 
-2.552370498342877,51.82172364130876,136.9396583411305 
-2.552980060149728,51.82098234232063,135.281191013342 
-2.555922689366553,51.81770961349834,120.9347059101185 
-2.556771744253711,51.81666635048864,116.740755928386 
-2.557609566922133,51.81562217465453,113.7769777148328 
-2.558562555533538,51.81497045222387,112.5628165496131 
-2.559470860619633,51.8145792841048,111.6038374699456 
-2.563671760193985,51.81239949062478,105.4484435081884 
-2.565566499888077,51.81141359148828,100.0796191871835 
-2.566315072283767,51.8108568016629,98.19846490678083 
-2.566647928710858,51.81041178877754,100.1821610910861 
-2.566811117869424,51.80963433417651,98.94249572501825 
-2.566715350743714,51.80911214585975,95.85795552751374 
-2.565854060879436,51.80778174893009,91.94180316966468 
-2.56569115982463,51.80689747509582,91.78650100026979 
-2.56605922881001,51.80586915355581,86.9232527705699 
-2.567000123999201,51.80338185378533,83.98266782926609 
-2.567000299194679,51.8027887163999,82.09519714942307 
-2.565813763692738,51.80128340724544,83.55908207413098 
-2.565465626461375,51.80054600156559,83.56202020548771 
-2.565780858482412,51.79919149204664,81.43636942723523 
-2.566853031781505,51.79759502699523,81.06378590592958 
-2.567126480556359,51.79645223381063,77.26700821888443 
-2.566959489893781,51.79369507628978,73.22511678045376 
-2.567061264984816,51.79302514649491,74.50695381826436 
-2.567389849207147,51.79271699991584,73.56935557180606 
-2.568003637438407,51.79198630531198,73.71804759426458 
-2.568415462001469,51.7913545080856,74.42249018581097 
-2.569081901134248,51.7903568033289,75.15817357551197 
-2.569376017778737,51.78938643166847,72.75620941115845 
-2.569353554517116,51.78884193929957,69.96147159901773 
-2.56910135959586,51.78797936346476,71.02988661267698 
-2.568819603715013,51.78737612579006,69.64876279107497 
-2.562579254527232,51.7862441342014,79.50698522210389
-2.559320342213463,51.78552482197377,85.64722800668176 
-2.557015705289654,51.78495228087538,95.36898116414812 
-2.555384419534696,51.78460983213631,106.6141436163508 
-2.553989088771405,51.78410904544436,119.1337147565017 
-2.553452202796397,51.78442919644404,123.4416070898704 
-2.553138301362641,51.78408191304198,127.8035970011312 
-2.552935455875204,51.78383939203562,128.6694921199863 
-2.551731487418013,51.78346427397137,130.7116615764135 
-2.548330375652451,51.78317507421659,138.4023080019301 
-2.546939077426633,51.78313360714557,143.3182115556748 
-2.545989946652928,51.78292949892742,144.978694886164 
-2.545371139551018,51.78262819724159,149.0835408421074 
-2.544104690709111,51.78238531494763,150.7222422738346 
-2.540853854153355,51.78215419797321,148.0579228313689 
-2.53934258055609,51.7818180044585,145.1184863384158 
-2.538845409027883,51.78181073212942,143.733633212218 
-2.537721017268853,51.78239413820584,150.2079750411157 
-2.537632873528157,51.78364632666451,148.9723286939771 
-2.536895512795775,51.78500767457618,139.7360656618958 
-2.536034462312781,51.78632975533579,136.2153317558453 
-2.532369135766155,51.78903352904738,123.3260100791739 
-2.53274488869042,51.78946422218594,127.2851577057461 
-2.532416425802981,51.79028322918433,127.5715464327672 
-2.531761201389005,51.79515958917988,138.2665256024095 
-2.530351331117516,51.79445969598329,140.1046360831611 
-2.52627061058711,51.79929900025204,159.2082865298248 
-2.525624935230769,51.79949541140857,161.9413184935692 
-2.520881938270726,51.80394563235264,182.3134837403633 
-2.522016994407966,51.80522777694136,173.8231633700732 
-2.522253212094597,51.80632577277426,180.750659954735 
-2.521893227878781,51.80710853518057,184.3821183074659 
-2.5211355243637,51.81015929398501,180.9095058763685